"item","irt_discrimination","irt_difficulty","subject","grade","irt_flag","item_label"
"f234",1,0.458667885743508,"French",1,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:tomate"
"f235_nv",1,1.24240750269598,"French",1,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:pire"
"f236",1,0.458667885743509,"French",1,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE: lama"
"f237",1,0.644962924989748,"French",1,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:Sofa"
"f238_nv3",1,1.10293776554328,"French",1,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:Dire"
"f239",1,1.17207526293687,"French",1,"in_range","LIS LES LMOTS SUIVANTS A VOIX HAUTE: vélo"
"f24",1,1.61620767444014,"French",1,"in_range","METS LE DOIGT SUR CHAQUE IMAGE ET DIS-MOI CE QUE C'EST EN FRANÇAIS :Chien"
"f240",1,1.00125610181112,"French",1,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE: sale"
"f241",1,0.185808752812813,"French",1,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE: moto"
"f242",1,2.5568095817084,"French",1,"very_hard","LIS LES MOTS SUIVANTS A VOIX HAUTE:fuji"
"f243",1,1.53802987042641,"French",1,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:zoro"
"f244",1,1.99655352406882,"French",1,"in_range","LIS LES LMOTS SUIVANTS A VOIX HAUTE: caméra"
"f245",1,0.367002932841757,"French",1,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: vache"
"f246",1,0.0362660000221583,"French",1,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE:tapis"
"f247",1,0.613595095145733,"French",1,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: poule"
"f248",1,-0.65377679518669,"French",1,"in_range","COPIE CHAQUE MOT UNE SEULE FOIS: La banane"
"f249",1,-1.76830418132345,"French",1,"in_range","COPIE CHAQUE MOT UNE SEULE FOIS: Je parle"
"f25",1,0.215848383342355,"French",1,"in_range","METS LE DOIGT SUR CHAQUE IMAGE ET DIS-MOI CE QUE C'EST EN FRANÇAIS :Cheval"
"f26",1,-0.99839480746878,"French",1,"in_range","METS LE DOIGT SUR CHAQUE IMAGE ET DIS-MOI CE QUE C'EST EN FRANÇAIS :Gomme"
"f27",1,0.489420969545393,"French",1,"in_range","METS LE DOIGT SUR CHAQUE IMAGE ET DIS-MOI CE QUE C'EST EN FRANÇAIS : Lit"
"f28",1,0.306327288611822,"French",1,"in_range","METS LE DOIGT SUR CHAQUE IMAGE ET DIS-MOI CE QUE C'EST EN FRANÇAIS : Maison"
"f29",1,0.86899765233727,"French",1,"in_range","METS LE DOIGT SUR CHAQUE IMAGE ET DIS-MOI CE QUE C'EST EN FRANÇAIS :Voiture/auto"
"f21",1.28926883152574,2.18161925543308,"French",2,"very_hard","TU AS QUEL AGE ? QUEL AGE AS-TU ?"
"f211",0.934055421655066,-0.993513126044417,"French",2,"in_range","JE VAIS DIRE UN MOT ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: La fenêtre"
"f22_nv",0.805216350610183,2.45587172336326,"French",2,"very_hard","QU'EST-CE QUE TU FAIS EN CLASSE?"
"f23",0.753446103678888,2.32379129545467,"French",2,"very_hard","C'EST QUEL JOUR AUJOURD'HUI ?"
"f232_nv",2.37316680329919,0.423598696523938,"French",2,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:limonade"
"f233_nv",2.15093388013783,0.370591495043196,"French",2,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:dune"
"f235_nv",2.23829681760791,0.414879769262687,"French",2,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:pire"
"f245",1.18450510009713,-0.621408380636078,"French",2,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: vache"
"f246",2.02494220848236,-0.282276243632024,"French",2,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE:tapis"
"f247",1.63459291076128,-0.224970421411001,"French",2,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: poule"
"f253",0.918106908994096,-0.31459154580075,"French",2,"in_range","JE VAIS DIRE UN MOT ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Une chaise"
"f255",1.04758264358997,-0.968575995633004,"French",2,"in_range","JE VAIS DIRE UN MOT ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Une fleur"
"f256",0.465926563181241,-0.064822541104788,"French",2,"in_range","JE VAIS DIRE UNE PHRASE ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Amine dort"
"f257",0.580610378569928,-0.616804073214625,"French",2,"in_range","JE VAIS DIRE UNE PHRASE ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Amine dess"
"f258",0.513576149044968,-0.350407461462841,"French",2,"in_range","JE VAIS DIRE UNE PHRASE ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Amine boit"
"f259",1.26790623305693,0.823525470175012,"French",2,"in_range","C'EST AMINE SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PH"
"f260",0.766140139164267,2.10077605251044,"French",2,"very_hard","C'EST AMINE SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PH"
"f261",1.42300817920934,0.815856337229338,"French",2,"in_range","C'EST Lina SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PHR"
"f262",2.05294384980373,1.81440087389756,"French",2,"in_range","C'EST Lina SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PHR"
"f263",1.33723262287223,2.23637645534289,"French",2,"very_hard","C'EST Lina SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PHR"
"f264",2.20257302301556,-0.221878763989955,"French",2,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE :karima"
"f265",2.024352163704,0.808833782122421,"French",2,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE :régal"
"f266",2.75831572967994,0.225206930307912,"French",2,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE :puma"
"f267",2.61157636589704,0.798323602712835,"French",2,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE :douche"
"f268",2.10755709082991,0.177137486637634,"French",2,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE :lavabo"
"f269",1.76153174769862,-0.0392823730377741,"French",2,"in_range","LIS LES PHRASES SUIVANTES : Ce"
"f270",2.42637378402337,0.619228438479368,"French",2,"in_range","LIS LES PHRASES SUIVANTES : matin"
"f271",2.58106677104467,0.591522222154665,"French",2,"in_range","LIS LES PHRASES SUIVANTES: j'ai"
"f272",2.15696323016642,0.386736709217024,"French",2,"in_range","LIS LES PHRASES SUIVANTES:vu"
"f273",3.05694305219058,-0.402260501375723,"French",2,"in_range","LIS LES PHRASES SUIVANTES :une"
"f274",3.281702783396,0.882137375462244,"French",2,"in_range","LIS LES PHRASES SUIVANTES : grande"
"f275",1.78833803429359,1.09111419324353,"French",2,"in_range","LIS LES PHRASES SUIVANTES : girafe"
"f276",4.69120344851536,1.02476480834846,"French",2,"in_range","Fluidité: Ce matin j'ai vu une grande girafe"
"f277",2.34351507863852,-0.344010724764313,"French",2,"in_range","LIS LES PHRASES SUIVANTES : Je"
"f278",2.53183431234977,0.715152566119188,"French",2,"in_range","LIS LES PHRASES SUIVANTES : mange"
"f279",3.26485968017059,0.259604476791857,"French",2,"in_range","LIS LES PHRASES SUIVANTES : des"
"f280",2.66942722774629,1.35555974052315,"French",2,"in_range","LIS LES PHRASES SUIVANTES :fruits"
"f281",1.9281158684469,-0.503468154575982,"French",2,"in_range","LIS LES PHRASES SUIVANTES : à"
"f282",3.09150593242479,-0.44785347802218,"French",2,"in_range","LIS LES PHRASES SUIVANTES : la"
"f283",2.30926574585182,1.0945552258384,"French",2,"in_range","LIS LES PHRASES SUIVANTES : fin"
"f284",2.74768831356583,0.107654810541246,"French",2,"in_range","LIS LES PHRASES SUIVANTES : du"
"f285",2.85899833117526,1.15822635046416,"French",2,"in_range","LIS LES PHRASES SUIVANTES : déjeuner"
"f286",3.08118169072545,1.22988288861979,"French",2,"in_range","Fluidité: Je mange des fruits à la fin du déjeuner"
"f293",0.187709173809357,3.40361328651954,"French",2,"very_hard","LIS LA QUESTION ET MONTRE-MOI LA BONNE REPONSE. QUE FAIT ALI ? Ali saute sur le"
"f294_nv",0.682136570064767,1.88790951054146,"French",2,"in_range","LIS LA QUESTION ET MONTRE-MOI LA BONNE REPONSE. QUE FAIT SALMA? Elle joue."
"f295",1.81425259953127,1.28068868838759,"French",2,"in_range","ECRIS LE MOT CORRESPONDANT A L'IMAGE:cheval"
"f296",1.44961636833733,0.852016022580171,"French",2,"in_range","ECRIS LE MOT CORRESPONDANT A L'IMAGE:cahier/livre"
"f297_nv",1.10100901704367,0.41303444785084,"French",2,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: une fleur, Omar, dessine"
"f298",1.21493748032462,0.749805428027537,"French",2,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: rouge, est, mon cartable"
"f299",1.87607783333684,1.28757403170339,"French",2,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: sous, est, la table, le chien"
"f21",1,1.31879905296408,"French",3,"in_range","TU AS QUEL AGE ? QUEL AGE AS-TU ?"
"f211",1,-1.39609960499383,"French",3,"in_range","JE VAIS DIRE UN MOT ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: La fenêtre"
"f22_nv",1,2.75070642921326,"French",3,"very_hard","QU'EST-CE QUE TU FAIS EN CLASSE?"
"f23",1,2.09219174855125,"French",3,"very_hard","C'EST QUEL JOUR AUJOURD'HUI ?"
"f232_nv",1,-0.327436050685376,"French",3,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:limonade"
"f233_nv",1,0.484495386103977,"French",3,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:dune"
"f235_nv",1,0.423798724685592,"French",3,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:pire"
"f245",1,-1.22080977132182,"French",3,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: vache"
"f246",1,-1.65511726715181,"French",3,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE:tapis"
"f247",1,-0.985833953057977,"French",3,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: poule"
"f253",1,-0.634485238530765,"French",3,"in_range","JE VAIS DIRE UN MOT ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Une chaise"
"f255",1,-1.57924926784967,"French",3,"in_range","JE VAIS DIRE UN MOT ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Une fleur"
"f256",1,-0.146473527002656,"French",3,"in_range","JE VAIS DIRE UNE PHRASE ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Amine dort"
"f257",1,-0.572337845912579,"French",3,"in_range","JE VAIS DIRE UNE PHRASE ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Amine dess"
"f258",1,-0.953092982953602,"French",3,"in_range","JE VAIS DIRE UNE PHRASE ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Amine boit"
"f259",1,0.545477574211193,"French",3,"in_range","C'EST AMINE SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PH"
"f260",1,1.35361651892165,"French",3,"in_range","C'EST AMINE SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PH"
"f261",1,1.56932552106852,"French",3,"in_range","C'EST Lina SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PHR"
"f262",1,2.87293354855622,"French",3,"very_hard","C'EST Lina SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PHR"
"f263",1,2.32347874376551,"French",3,"very_hard","C'EST Lina SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PHR"
"f264",1,-1.46832089789929,"French",3,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE :karima"
"f265",1,1.11548723813007,"French",3,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE :régal"
"f266",1,0.33319371378922,"French",3,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE :puma"
"f267",1,0.668482645971956,"French",3,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE :douche"
"f268",1,-1.1865584660572,"French",3,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE :lavabo"
"f269",1,-0.449235254516908,"French",3,"in_range","LIS LES PHRASES SUIVANTES : Ce"
"f270",1,0.273022483257098,"French",3,"in_range","LIS LES PHRASES SUIVANTES : matin"
"f271",1,-0.418676278637014,"French",3,"in_range","LIS LES PHRASES SUIVANTES: j'ai"
"f272",1,-0.176525763183917,"French",3,"in_range","LIS LES PHRASES SUIVANTES:vu"
"f273",1,-1.36046540503858,"French",3,"in_range","LIS LES PHRASES SUIVANTES :une"
"f274",1,0.730602875221444,"French",3,"in_range","LIS LES PHRASES SUIVANTES : grande"
"f275",1,0.920073401147023,"French",3,"in_range","LIS LES PHRASES SUIVANTES : girafe"
"f276",1,1.42416452333835,"French",3,"in_range","Fluidité: Ce matin j'ai vu une grande girafe"
"f277",1,-1.39609960499383,"French",3,"in_range","LIS LES PHRASES SUIVANTES : Je"
"f278",1,0.606790817935283,"French",3,"in_range","LIS LES PHRASES SUIVANTES : mange"
"f279",1,-0.449235254516908,"French",3,"in_range","LIS LES PHRASES SUIVANTES : des"
"f280",1,1.45992344711249,"French",3,"in_range","LIS LES PHRASES SUIVANTES :fruits"
"f281",1,-1.77215606251104,"French",3,"in_range","LIS LES PHRASES SUIVANTES : à"
"f282",1,-1.85258448110201,"French",3,"in_range","LIS LES PHRASES SUIVANTES : la"
"f283",1,1.28426810212917,"French",3,"in_range","LIS LES PHRASES SUIVANTES : fin"
"f284",1,-0.176525763183917,"French",3,"in_range","LIS LES PHRASES SUIVANTES : du"
"f285",1,0.856341191186591,"French",3,"in_range","LIS LES PHRASES SUIVANTES : déjeuner"
"f286",1,1.35361651892165,"French",3,"in_range","Fluidité: Je mange des fruits à la fin du déjeuner"
"f293",1,0.0333290359119113,"French",3,"in_range","LIS LA QUESTION ET MONTRE-MOI LA BONNE REPONSE. QUE FAIT ALI ? Ali saute sur le"
"f294_nv",1,1.64420267287243,"French",3,"in_range","LIS LA QUESTION ET MONTRE-MOI LA BONNE REPONSE. QUE FAIT SALMA? Elle joue."
"f295",1,0.730602875221445,"French",3,"in_range","ECRIS LE MOT CORRESPONDANT A L'IMAGE:cheval"
"f296",1,0.699485999029831,"French",3,"in_range","ECRIS LE MOT CORRESPONDANT A L'IMAGE:cahier/livre"
"f297_nv",1,0.21298955415335,"French",3,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: une fleur, Omar, dessine"
"f298",1,-0.176525763183916,"French",3,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: rouge, est, mon cartable"
"f299",1,1.38873372425311,"French",3,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: sous, est, la table, le chien"
"f21",1.88291752675131,0.405077265821698,"French",4,"in_range","TU AS QUEL AGE ? QUEL AGE AS-TU ?"
"f2100",1.97643483489623,2.04550935451747,"French",4,"very_hard","A QUELLE HEURE TU VIENS A L'ECOLE LE MATIN ?"
"f2101",0.87079900931216,3.33166148453151,"French",4,"very_hard","COMMENT TU VIENS A L'ECOLE ?"
"f2102",1.68075634447906,1.72941082841227,"French",4,"in_range","QU'EST-CE QUE TU FAIS PENDANT LES VACANCES?"
"f2104",1.49985954737343,1.41662340431319,"French",4,"in_range","QUELLE EST TA MATIERE PREFEREE A L'ECOLE ?"
"f2105",1.21443179648002,1.57355284498757,"French",4,"in_range","QUEL EST TON PLAT PREFERE?"
"f2107",1.55249424744801,2.52570778101682,"French",4,"very_hard","Lina se réveille le matin."
"f2108",2.26596892929267,1.19671291811947,"French",4,"in_range","Lina va à la plage avec sa famille."
"f2109",2.00707903676593,1.25554090814974,"French",4,"in_range","Lina nage dans la mer."
"f2110",2.48610322220425,1.11048094273122,"French",4,"in_range","Lina joue sur le sable."
"f2111",2.42320831903131,0.224936450594094,"French",4,"in_range","Lina mange une glace."
"f2112",2.31222603348446,1.57336796433872,"French",4,"in_range","Lina dort dans son lit"
"f2113",0.768087528091191,0.144096154473321,"French",4,"in_range","TU VAS ECOUTER UNE HISTOIRE AUDIO. REGARDE BIEN LES IMAGES. TU DOIS METTRE LES N"
"f2114",1.32662434009526,-0.309626255806847,"French",4,"in_range","TU VAS ECOUTER UNE AUTRE HISTOIRE AUDIO. REGARDE BIEN LES IMAGES. TU DOIS METTRE"
"f2118",3.34462076911809,-1.54133163208893,"French",4,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: tomate"
"f2119",3.57977966252653,-1.25149741225681,"French",4,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: école"
"f2126",1.53234547058577,1.94615822884116,"French",4,"in_range","RELIS LE TEXTE ET MET EN ORDRE LES IMAGES"
"f2127",0.497758823765098,1.31299874873114,"French",4,"in_range","Quand se promène Dina avec sa famille? L'après-midi"
"f2128",1.75982017605013,1.45099765206001,"French",4,"in_range","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f2129",1.61525788160086,1.51496301186056,"French",4,"in_range","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f2130",2.28238028973112,0.940722149063568,"French",4,"in_range","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f2131",2.17934865669945,1.32196686494828,"French",4,"in_range","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f23",1.05669516524759,1.14320445899022,"French",4,"in_range","C'EST QUEL JOUR AUJOURD'HUI ?"
"f232_nv",1.96825832648436,-0.498720438695771,"French",4,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:limonade"
"f233_nv",1.30631434993173,-0.312330719541128,"French",4,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:dune"
"f235_nv",1.15682972525354,0.0387688029481086,"French",4,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:pire"
"f247",1.74052536065719,-0.77916549673851,"French",4,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: poule"
"f293",0.748269820638378,0.0570205127983893,"French",4,"in_range","LIS LA QUESTION ET MONTRE-MOI LA BONNE REPONSE. QUE FAIT ALI ? Ali saute sur le"
"f294_nv",1.28475704538913,0.36771538668838,"French",4,"in_range","LIS LA QUESTION ET MONTRE-MOI LA BONNE REPONSE. QUE FAIT SALMA? Elle joue."
"f297_nv",1.96438524957084,-0.411233794246798,"French",4,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: une fleur, Omar, dessine"
"f298",0.965893015746575,-1.28535739838715,"French",4,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: rouge, est, mon cartable"
"f299",1.31546964643079,0.0754055699732377,"French",4,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: sous, est, la table, le chien"
"f21",1,0.904539784045927,"French",5,"in_range","TU AS QUEL AGE ? QUEL AGE AS-TU ?"
"f2100",1,3.08812681928462,"French",5,"very_hard","A QUELLE HEURE TU VIENS A L'ECOLE LE MATIN ?"
"f2101",1,3.32408867520257,"French",5,"very_hard","COMMENT TU VIENS A L'ECOLE ?"
"f2102",1,2.08020239120996,"French",5,"very_hard","QU'EST-CE QUE TU FAIS PENDANT LES VACANCES?"
"f2104",1,0.904539784045926,"French",5,"in_range","QUELLE EST TA MATIERE PREFEREE A L'ECOLE ?"
"f2105",1,1.54510710577257,"French",5,"in_range","QUEL EST TON PLAT PREFERE?"
"f2107",1,3.59140975179574,"French",5,"very_hard","Lina se réveille le matin."
"f2108",1,2.03175276689602,"French",5,"very_hard","Lina va à la plage avec sa famille."
"f2109",1,2.68201393249094,"French",5,"very_hard","Lina nage dans la mer."
"f2110",1,1.75690190657594,"French",5,"in_range","Lina joue sur le sable."
"f2111",1,0.434074651588803,"French",5,"in_range","Lina mange une glace."
"f2112",1,2.74481022683118,"French",5,"very_hard","Lina dort dans son lit"
"f2113",1,-0.261173468350328,"French",5,"in_range","TU VAS ECOUTER UNE HISTOIRE AUDIO. REGARDE BIEN LES IMAGES. TU DOIS METTRE LES N"
"f2114",1,-0.996944502594775,"French",5,"in_range","TU VAS ECOUTER UNE AUTRE HISTOIRE AUDIO. REGARDE BIEN LES IMAGES. TU DOIS METTRE"
"f2118",1,-3.49075060604074,"French",5,"very_easy","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: tomate"
"f2119",1,-2.95825250290154,"French",5,"very_easy","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: école"
"f2126",1,2.80936888173996,"French",5,"very_hard","RELIS LE TEXTE ET MET EN ORDRE LES IMAGES"
"f2127",1,1.54510710577257,"French",5,"in_range","Quand se promène Dina avec sa famille? L'après-midi"
"f2128",1,2.87582246622738,"French",5,"very_hard","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f2129",1,2.03175276689602,"French",5,"very_hard","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f2130",1,1.42413087207033,"French",5,"in_range","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f2131",1,2.87582246622738,"French",5,"very_hard","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f23",1,0.532072403402603,"French",5,"in_range","C'EST QUEL JOUR AUJOURD'HUI ?"
"f232_nv",1,-1.27080043029631,"French",5,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:limonade"
"f233_nv",1,-0.575388747027851,"French",5,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:dune"
"f235_nv",1,-0.104964748202762,"French",5,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:pire"
"f247",1,-1.63900338741131,"French",5,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: poule"
"f293",1,0.114635949126926,"French",5,"in_range","LIS LA QUESTION ET MONTRE-MOI LA BONNE REPONSE. QUE FAIT ALI ? Ali saute sur le"
"f294_nv",1,0.209537494545113,"French",5,"in_range","LIS LA QUESTION ET MONTRE-MOI LA BONNE REPONSE. QUE FAIT SALMA? Elle joue."
"f297_nv",1,-0.864801491559563,"French",5,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: une fleur, Omar, dessine"
"f298",1,-1.63900338741131,"French",5,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: rouge, est, mon cartable"
"f299",1,0.434074651588803,"French",5,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: sous, est, la table, le chien"
"f21",2.36863032929317,-0.118977739883363,"French",6,"in_range","TU AS QUEL AGE ? QUEL AGE AS-TU ?"
"f2100",1.82020326554777,1.00546345692145,"French",6,"in_range","A QUELLE HEURE TU VIENS A L'ECOLE LE MATIN ?"
"f2101",1.52884101847696,1.19492376329722,"French",6,"in_range","COMMENT TU VIENS A L'ECOLE ?"
"f2102",1.93813695450322,0.562613832757012,"French",6,"in_range","QU'EST-CE QUE TU FAIS PENDANT LES VACANCES?"
"f2104",1.78050895955832,0.091486406106122,"French",6,"in_range","QUELLE EST TA MATIERE PREFEREE A L'ECOLE ?"
"f2105",2.4561163768919,0.15873887661186,"French",6,"in_range","QUEL EST TON PLAT PREFERE?"
"f2107",3.03798229556232,1.4082373799091,"French",6,"in_range","Lina se réveille le matin."
"f2108",3.40536911706879,0.580850332235756,"French",6,"in_range","Lina va à la plage avec sa famille."
"f2109",1.87043182259158,1.21633933692328,"French",6,"in_range","Lina nage dans la mer."
"f2110",2.33641628483238,0.897092666357948,"French",6,"in_range","Lina joue sur le sable."
"f2111",2.14113214587867,-0.188844120409914,"French",6,"in_range","Lina mange une glace."
"f2112",2.19072762613174,1.02743582269189,"French",6,"in_range","Lina dort dans son lit"
"f2113",0.815554343847241,-0.879466850132614,"French",6,"in_range","TU VAS ECOUTER UNE HISTOIRE AUDIO. REGARDE BIEN LES IMAGES. TU DOIS METTRE LES N"
"f2114",1.08865208285892,-1.3620139386786,"French",6,"in_range","TU VAS ECOUTER UNE AUTRE HISTOIRE AUDIO. REGARDE BIEN LES IMAGES. TU DOIS METTRE"
"f2118",2.10998550964476,-2.26481631071468,"French",6,"very_easy","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: tomate"
"f2119",1.6628298448871,-2.38538578393592,"French",6,"very_easy","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: école"
"f2126",2.21845226349875,0.933707953630864,"French",6,"in_range","RELIS LE TEXTE ET MET EN ORDRE LES IMAGES"
"f2127",0.319889763999017,0.692519235702985,"French",6,"in_range","Quand se promène Dina avec sa famille? L'après-midi"
"f2128",1.96054836789603,1.19366630509166,"French",6,"in_range","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f2129",2.60264338791486,1.11270258490483,"French",6,"in_range","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f2130",1.97114323497982,0.558865104738398,"French",6,"in_range","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f2131",3.02415173558741,1.50240789122721,"French",6,"in_range","C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'"
"f23",2.2937502379614,-0.525675366669788,"French",6,"in_range","C'EST QUEL JOUR AUJOURD'HUI ?"
"f232_nv",1.5474371411046,-0.803063085562268,"French",6,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:limonade"
"f233_nv",1.35124434702846,-0.676238517337128,"French",6,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:dune"
"f235_nv",1.24408904515757,-0.211618572718741,"French",6,"in_range","LIS LES MOTS SUIVANTS A VOIX HAUTE:pire"
"f247",1.61403784996013,-1.43999076903767,"French",6,"in_range","RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: poule"
"f293",0.969973041986854,-0.0668257955113745,"French",6,"in_range","LIS LA QUESTION ET MONTRE-MOI LA BONNE REPONSE. QUE FAIT ALI ? Ali saute sur le"
"f294_nv",2.25633171492495,-0.236739156908259,"French",6,"in_range","LIS LA QUESTION ET MONTRE-MOI LA BONNE REPONSE. QUE FAIT SALMA? Elle joue."
"f297_nv",1.89384858458613,-1.08113171447184,"French",6,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: une fleur, Omar, dessine"
"f298",1.7438962137898,-1.50945949689895,"French",6,"in_range","ECRIS UNE PHRASE A PARTIR DES MOTS SUIVANTS: rouge, est, mon cartable"
