subject,grade,item,p_all,p_treated,p_control,observed_correct_all,observed_correct_treated,observed_correct_control,response_rate_all,response_rate_treated,response_rate_control,missing_rate_all,corrected_item_total,ctt_flag_treated,ctt_flag_all,irt_constant_excluded,item_label,irt_discrimination,irt_difficulty,irt_flag,treated_minus_control,review_bucket,observed_minus_scored_treated,recommendation,recommendation_reason,reason_rank,recommendation_priority,priority_order
French,3,f23,0.19,0.11,0.27,0.612903225806452,0.366666666666667,0.84375,0.31,0.3,0.32,0.69,0.333985466556172,in_range,in_range,False,C'EST QUEL JOUR AUJOURD'HUI ?,1.0,2.09219174855125,very_hard,-0.16000000000000003,hard_low_coverage,0.256666666666667,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,3,f260,0.285,0.34,0.23,0.633333333333333,0.557377049180328,0.793103448275862,0.45,0.61,0.29,0.55,0.4964969288788,in_range,in_range,False,C'EST AMINE SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PH,1.0,1.35361651892165,in_range,0.11000000000000001,,0.217377049180328,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,3,f261,0.255,0.4,0.11,0.548387096774194,0.615384615384615,0.392857142857143,0.465,0.65,0.28,0.535,0.482587115342551,in_range,in_range,False,C'EST Lina SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PHR,1.0,1.56932552106852,in_range,0.29000000000000004,,0.2153846153846149,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,3,f259,0.41,0.51,0.31,0.738738738738739,0.71830985915493,0.775,0.555,0.71,0.4,0.445,0.487816759351786,in_range,in_range,False,C'EST AMINE SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PH,1.0,0.545477574211193,in_range,0.2,,0.2083098591549299,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f2101,0.07,0.06,0.08,0.358974358974359,0.272727272727273,0.470588235294118,0.195,0.22,0.17,0.805,0.237426335059199,very_hard,very_hard,False,COMMENT TU VIENS A L'ECOLE ?,0.87079900931216,3.33166148453151,very_hard,-0.020000000000000004,hard_low_coverage,0.212727272727273,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f2100,0.065,0.09,0.04,0.342105263157895,0.375,0.285714285714286,0.19,0.24,0.14,0.81,0.393927241842631,very_hard,very_hard,False,A QUELLE HEURE TU VIENS A L'ECOLE LE MATIN ?,1.97643483489623,2.04550935451747,very_hard,0.049999999999999996,hard_low_coverage,0.285,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f2102,0.115,0.12,0.11,0.621621621621622,0.571428571428571,0.6875,0.185,0.21,0.16,0.815,0.442932422680247,in_range,in_range,False,QU'EST-CE QUE TU FAIS PENDANT LES VACANCES?,1.68075634447906,1.72941082841227,in_range,0.009999999999999995,hard_low_coverage,0.4514285714285709,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f2112,0.105,0.17,0.04,0.428571428571429,0.515151515151515,0.25,0.245,0.33,0.16,0.755,0.489133616140912,in_range,in_range,False,Lina dort dans son lit,2.31222603348446,1.57336796433872,in_range,0.13,,0.345151515151515,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f23,0.27,0.23,0.31,0.72,0.71875,0.72093023255814,0.375,0.32,0.43,0.625,0.380547129214958,in_range,in_range,False,C'EST QUEL JOUR AUJOURD'HUI ?,1.05669516524759,1.14320445899022,in_range,-0.07999999999999999,,0.48875,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f2105,0.18,0.24,0.12,0.765957446808511,0.774193548387097,0.75,0.235,0.31,0.16,0.765,0.414548940456959,in_range,in_range,False,QUEL EST TON PLAT PREFERE?,1.21443179648002,1.57355284498757,in_range,0.12,,0.534193548387097,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f2104,0.175,0.26,0.09,0.729166666666667,0.764705882352941,0.642857142857143,0.24,0.34,0.14,0.76,0.465265250996876,in_range,in_range,False,QUELLE EST TA MATIERE PREFEREE A L'ECOLE ?,1.49985954737343,1.41662340431319,in_range,0.17,,0.504705882352941,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f2108,0.17,0.26,0.08,0.395348837209302,0.481481481481482,0.25,0.43,0.54,0.32,0.57,0.557757842740103,in_range,in_range,False,Lina va à la plage avec sa famille.,2.26596892929267,1.19671291811947,in_range,0.18,,0.221481481481482,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f2110,0.18,0.26,0.1,0.642857142857143,0.634146341463415,0.666666666666667,0.28,0.41,0.15,0.72,0.560174939626325,in_range,in_range,False,Lina joue sur le sable.,2.48610322220425,1.11048094273122,in_range,0.16,,0.3741463414634149,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f2109,0.17,0.29,0.05,0.618181818181818,0.659090909090909,0.454545454545455,0.275,0.44,0.11,0.725,0.526474445557633,in_range,in_range,False,Lina nage dans la mer.,2.00707903676593,1.25554090814974,in_range,0.24,,0.3690909090909089,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f2111,0.425,0.57,0.28,0.794392523364486,0.826086956521739,0.736842105263158,0.535,0.69,0.38,0.465,0.628912298113566,in_range,in_range,False,Lina mange une glace.,2.42320831903131,0.224936450594094,in_range,0.2899999999999999,,0.2560869565217391,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,4,f21,0.38,0.59,0.17,0.826086956521739,0.86764705882353,0.708333333333333,0.46,0.68,0.24,0.54,0.560353110320562,in_range,in_range,False,TU AS QUEL AGE ? QUEL AGE AS-TU ?,1.88291752675131,0.405077265821698,in_range,0.41999999999999993,,0.27764705882353,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2101,0.0974358974358974,0.115789473684211,0.08,0.431818181818182,0.407407407407407,0.470588235294118,0.225641025641026,0.28421052631579,0.17,0.774358974358974,0.374305217554315,in_range,very_hard,False,COMMENT TU VIENS A L'ECOLE ?,1.0,3.32408867520257,very_hard,0.035789473684210996,hard_low_coverage,0.291617933723196,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2107,0.082051282051282,0.136842105263158,0.03,0.470588235294118,0.590909090909091,0.25,0.174358974358974,0.231578947368421,0.12,0.825641025641026,0.509674959554611,in_range,very_hard,False,Lina se réveille le matin.,1.0,3.59140975179574,very_hard,0.10684210526315799,hard_low_coverage,0.454066985645933,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2100,0.112820512820513,0.168421052631579,0.06,0.4,0.484848484848485,0.272727272727273,0.282051282051282,0.347368421052632,0.22,0.717948717948718,0.555683400555141,in_range,in_range,False,A QUELLE HEURE TU VIENS A L'ECOLE LE MATIN ?,1.0,3.08812681928462,very_hard,0.108421052631579,,0.3164274322169059,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2112,0.138461538461538,0.178947368421053,0.1,0.6,0.62962962962963,0.555555555555556,0.230769230769231,0.28421052631579,0.18,0.769230769230769,0.486980962581816,in_range,in_range,False,Lina dort dans son lit,1.0,2.74481022683118,very_hard,0.07894736842105299,,0.450682261208577,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2109,0.143589743589744,0.221052631578947,0.07,0.622222222222222,0.65625,0.538461538461538,0.230769230769231,0.336842105263158,0.13,0.769230769230769,0.613920910457167,in_range,in_range,False,Lina nage dans la mer.,1.0,2.68201393249094,very_hard,0.151052631578947,,0.435197368421053,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2102,0.2,0.242105263157895,0.16,0.722222222222222,0.676470588235294,0.8,0.276923076923077,0.357894736842105,0.2,0.723076923076923,0.581809575245572,in_range,in_range,False,QU'EST-CE QUE TU FAIS PENDANT LES VACANCES?,1.0,2.08020239120996,very_hard,0.08210526315789499,,0.434365325077399,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2108,0.205128205128205,0.242105263157895,0.17,0.555555555555556,0.511111111111111,0.62962962962963,0.369230769230769,0.473684210526316,0.27,0.630769230769231,0.616490260351162,in_range,in_range,False,Lina va à la plage avec sa famille.,1.0,2.03175276689602,very_hard,0.07210526315789498,,0.2690058479532159,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2129,0.205128205128205,0.242105263157895,0.17,0.470588235294118,0.46,0.485714285714286,0.435897435897436,0.526315789473684,0.35,0.564102564102564,0.63293244371149,in_range,in_range,False,"C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'",1.0,2.03175276689602,very_hard,0.07210526315789498,,0.217894736842105,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2110,0.235897435897436,0.326315789473684,0.15,0.779661016949153,0.837837837837838,0.681818181818182,0.302564102564103,0.389473684210526,0.22,0.697435897435897,0.616756224770625,in_range,in_range,False,Lina joue sur le sable.,1.0,1.75690190657594,in_range,0.176315789473684,,0.511522048364154,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2105,0.261538461538462,0.378947368421053,0.15,0.836065573770492,0.837209302325581,0.833333333333333,0.312820512820513,0.452631578947368,0.18,0.687179487179487,0.553317152366952,in_range,in_range,False,QUEL EST TON PLAT PREFERE?,1.0,1.54510710577257,in_range,0.22894736842105298,,0.458261933904528,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f21,0.348717948717949,0.410526315789474,0.29,0.781609195402299,0.764705882352941,0.805555555555556,0.446153846153846,0.536842105263158,0.36,0.553846153846154,0.585095843152084,in_range,in_range,False,TU AS QUEL AGE ? QUEL AGE AS-TU ?,1.0,0.904539784045927,in_range,0.12052631578947404,,0.354179566563467,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f23,0.405128205128205,0.463157894736842,0.35,0.759615384615385,0.862745098039216,0.660377358490566,0.533333333333333,0.536842105263158,0.53,0.466666666666667,0.585098941787814,in_range,in_range,False,C'EST QUEL JOUR AUJOURD'HUI ?,1.0,0.532072403402603,in_range,0.11315789473684201,,0.3995872033023739,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2111,0.42051282051282,0.494736842105263,0.35,0.836734693877551,0.87037037037037,0.795454545454545,0.502564102564103,0.568421052631579,0.44,0.497435897435897,0.688910113701508,in_range,in_range,False,Lina mange une glace.,1.0,0.434074651588803,in_range,0.144736842105263,,0.375633528265107,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,5,f2104,0.348717948717949,0.568421052631579,0.14,0.906666666666667,0.9,0.933333333333333,0.384615384615385,0.631578947368421,0.15,0.615384615384615,0.647759639010292,in_range,in_range,False,QUELLE EST TA MATIERE PREFEREE A L'ECOLE ?,1.0,0.904539784045926,in_range,0.42842105263157904,,0.331578947368421,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f2107,0.117948717948718,0.147368421052632,0.09,0.389830508474576,0.4,0.375,0.302564102564103,0.368421052631579,0.24,0.697435897435897,0.502170765140699,in_range,in_range,False,Lina se réveille le matin.,3.03798229556232,1.4082373799091,in_range,0.05736842105263201,hard_low_coverage,0.252631578947368,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f2100,0.235897435897436,0.242105263157895,0.23,0.621621621621622,0.638888888888889,0.605263157894737,0.37948717948718,0.378947368421053,0.38,0.62051282051282,0.523479955413823,in_range,in_range,False,A QUELLE HEURE TU VIENS A L'ECOLE LE MATIN ?,1.82020326554777,1.00546345692145,in_range,0.01210526315789498,,0.3967836257309939,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f2101,0.215384615384615,0.273684210526316,0.16,0.583333333333333,0.68421052631579,0.470588235294118,0.369230769230769,0.4,0.34,0.630769230769231,0.464124404047139,in_range,in_range,False,COMMENT TU VIENS A L'ECOLE ?,1.52884101847696,1.19492376329722,in_range,0.11368421052631597,,0.410526315789474,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f2110,0.241025641025641,0.294736842105263,0.19,0.573170731707317,0.636363636363636,0.5,0.42051282051282,0.463157894736842,0.38,0.579487179487179,0.581470483784037,in_range,in_range,False,Lina joue sur le sable.,2.33641628483238,0.897092666357948,in_range,0.10473684210526302,,0.341626794258373,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f2112,0.215384615384615,0.305263157894737,0.13,0.575342465753425,0.659090909090909,0.448275862068966,0.374358974358974,0.463157894736842,0.29,0.625641025641026,0.557951953221615,in_range,in_range,False,Lina dort dans son lit,2.19072762613174,1.02743582269189,in_range,0.175263157894737,,0.3538277511961719,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f2109,0.18974358974359,0.326315789473684,0.06,0.596774193548387,0.738095238095238,0.3,0.317948717948718,0.442105263157895,0.2,0.682051282051282,0.516022636282122,in_range,in_range,False,Lina nage dans la mer.,1.87043182259158,1.21633933692328,in_range,0.266315789473684,,0.411779448621554,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f2108,0.307692307692308,0.357894736842105,0.26,0.625,0.641509433962264,0.604651162790698,0.492307692307692,0.557894736842105,0.43,0.507692307692308,0.701671446373718,in_range,in_range,False,Lina va à la plage avec sa famille.,3.40536911706879,0.580850332235756,in_range,0.09789473684210498,,0.283614697120159,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f2102,0.338461538461538,0.410526315789474,0.27,0.758620689655172,0.795918367346939,0.710526315789474,0.446153846153846,0.515789473684211,0.38,0.553846153846154,0.582772298820996,in_range,in_range,False,QU'EST-CE QUE TU FAIS PENDANT LES VACANCES?,1.93813695450322,0.562613832757012,in_range,0.140526315789474,,0.385392051557465,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f2111,0.553846153846154,0.6,0.51,0.805970149253731,0.814285714285714,0.796875,0.687179487179487,0.736842105263158,0.64,0.312820512820513,0.604098036770496,in_range,in_range,False,Lina mange une glace.,2.14113214587867,-0.188844120409914,in_range,0.08999999999999997,,0.2142857142857139,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f2105,0.446153846153846,0.642105263157895,0.26,0.935483870967742,0.983870967741935,0.838709677419355,0.476923076923077,0.652631578947368,0.31,0.523076923076923,0.664852876830339,in_range,in_range,False,QUEL EST TON PLAT PREFERE?,2.4561163768919,0.15873887661186,in_range,0.38210526315789495,,0.3417657045840401,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f2104,0.471794871794872,0.652631578947368,0.3,0.929292929292929,0.96875,0.857142857142857,0.507692307692308,0.673684210526316,0.35,0.492307692307692,0.577531289072004,in_range,in_range,False,QUELLE EST TA MATIERE PREFEREE A L'ECOLE ?,1.78050895955832,0.091486406106122,in_range,0.352631578947368,,0.316118421052632,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f21,0.533333333333333,0.694736842105263,0.38,0.845528455284553,0.904109589041096,0.76,0.630769230769231,0.768421052631579,0.5,0.369230769230769,0.642792448022513,in_range,in_range,False,TU AS QUEL AGE ? QUEL AGE AS-TU ?,2.36863032929317,-0.118977739883363,in_range,0.314736842105263,,0.2093727469358329,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
French,6,f23,0.656410256410256,0.726315789473684,0.59,0.920863309352518,0.945205479452055,0.893939393939394,0.712820512820513,0.768421052631579,0.66,0.287179487179487,0.580983280295644,in_range,in_range,False,C'EST QUEL JOUR AUJOURD'HUI ?,2.2937502379614,-0.525675366669788,in_range,0.13631578947368406,,0.218889689978371,keep_but_fix_administration,low_coverage_missing_drives_difficulty,5,2,2
Maths,6,m69y3_nv3,0.118918918918919,0.1,0.136842105263158,0.145695364238411,0.113924050632911,0.180555555555556,0.816216216216216,0.877777777777778,0.757894736842105,0.183783783783784,0.530100670006684,very_hard,in_range,False,9/2-4/7=,1.0,2.85519355944029,very_hard,-0.03684210526315798,hard_high_coverage,0.0139240506329109,soften_slightly,borderline_too_hard_but_discriminating,7,3,3
Maths,6,m622y3_nv3,0.178378378378378,0.144444444444444,0.210526315789474,0.227586206896552,0.183098591549296,0.27027027027027,0.783783783783784,0.788888888888889,0.778947368421053,0.216216216216216,0.551931436251275,in_range,in_range,False,Calculate the area of the garden in m²,1.0,2.21885466876791,very_hard,-0.06608187134503002,hard_high_coverage,0.038654147104852,soften_slightly,borderline_too_hard_but_discriminating,7,3,3
